Year,Month,day,Hour,Demand,Price
2013.0,6.0,25.0,19.0,14721.379999999999,45.896120000000003
2013.0,6.0,25.0,20.0,14520.540000000001,44.509059999999998
2013.0,6.0,25.0,21.0,14353.76,46.270000000000003
2013.0,6.0,25.0,22.0,14432.68,44.75
2013.0,6.0,25.0,23.0,13471.02,40.530000000000001
2013.0,6.0,25.0,24.0,12306.65,37.53389
2013.0,6.0,26.0,1.0,11869.09,35.665019999999998
2013.0,6.0,26.0,2.0,11289.17,31.859179999999999
2013.0,6.0,26.0,3.0,10858.91,28.539999999999999
2013.0,6.0,26.0,4.0,10669.379999999999,27.342919999999999
2013.0,6.0,26.0,5.0,10772.620000000001,27.65624
2013.0,6.0,26.0,6.0,11174.26,31.859999999999999
2013.0,6.0,26.0,7.0,11769.379999999999,33.780000000000001
2013.0,6.0,26.0,8.0,12645.559999999999,36.509999999999998
2013.0,6.0,26.0,9.0,13330.700000000001,37.363849999999999
2013.0,6.0,26.0,10.0,13874.459999999999,39.060690000000001
2013.0,6.0,26.0,11.0,14491.549999999999,40.91498
2013.0,6.0,26.0,12.0,14954.17,41.403590000000001
2013.0,6.0,26.0,13.0,15238.84,45.160380000000004
2013.0,6.0,26.0,14.0,15758.799999999999,48.83034
2013.0,6.0,26.0,15.0,16171.690000000001,49.721220000000002
2013.0,6.0,26.0,16.0,16585.490000000002,50.539999999999999
2013.0,6.0,26.0,17.0,16871.959999999999,53.836590000000001
2013.0,6.0,26.0,18.0,16868.23,49.231340000000003
2013.0,6.0,26.0,19.0,16598.02,49.322859999999999
2013.0,6.0,26.0,20.0,16191.959999999999,48.167850000000001
2013.0,6.0,26.0,21.0,15758.91,47.700389999999999
2013.0,6.0,26.0,22.0,15540.77,46.763460000000002
2013.0,6.0,26.0,23.0,14287.200000000001,39.588090000000001
2013.0,6.0,26.0,24.0,12937.26,36.332970000000003
2013.0,6.0,27.0,1.0,12350.98,37.583599999999997
2013.0,6.0,27.0,2.0,11732.84,33.921689999999998
2013.0,6.0,27.0,3.0,11273.200000000001,30.751010000000001
2013.0,6.0,27.0,4.0,11022.66,28.989149999999999
2013.0,6.0,27.0,5.0,11083.299999999999,29.00478
2013.0,6.0,27.0,6.0,11422.51,32.53557
2013.0,6.0,27.0,7.0,11966.67,37.976759999999999
2013.0,6.0,27.0,8.0,12866.52,41.103349999999999
2013.0,6.0,27.0,9.0,13653.98,41.706400000000002
2013.0,6.0,27.0,10.0,14313.209999999999,45.34525
2013.0,6.0,27.0,11.0,15051.639999999999,51.32
2013.0,6.0,27.0,12.0,15682.030000000001,54.039999999999999
2013.0,6.0,27.0,13.0,16094.389999999999,57.298699999999997
2013.0,6.0,27.0,14.0,16802.139999999999,61.551600000000001
2013.0,6.0,27.0,15.0,17390.259999999998,64.169809999999998
2013.0,6.0,27.0,16.0,17863.259999999998,67.252409999999998
2013.0,6.0,27.0,17.0,18177.959999999999,74.138210000000001
2013.0,6.0,27.0,18.0,18139.07,64.489999999999995
2013.0,6.0,27.0,19.0,17776.32,59.3795
2013.0,6.0,27.0,20.0,17241.43,56.9041
2013.0,6.0,27.0,21.0,16683.439999999999,54.811210000000003
2013.0,6.0,27.0,22.0,16343.059999999999,54.09046
2013.0,6.0,27.0,23.0,14986.74,46.881720000000001
2013.0,6.0,27.0,24.0,13540.049999999999,40.890000000000001
2013.0,6.0,28.0,1.0,12811.6,38.652470000000001
2013.0,6.0,28.0,2.0,12103.33,35.640799999999999
2013.0,6.0,28.0,3.0,11584.5,32.136789999999998
2013.0,6.0,28.0,4.0,11277.68,30.46191
2013.0,6.0,28.0,5.0,11244.209999999999,30.55472
2013.0,6.0,28.0,6.0,11644.809999999999,33.959110000000003
2013.0,6.0,28.0,7.0,12297.040000000001,37.582659999999997
2013.0,6.0,28.0,8.0,13174.870000000001,40.223050000000001
2013.0,6.0,28.0,9.0,14034.73,44.168579999999999
2013.0,6.0,28.0,10.0,14848.58,48.32
2013.0,6.0,28.0,11.0,15742.82,53.833509999999997
2013.0,6.0,28.0,12.0,16495.380000000001,56.941429999999997
2013.0,6.0,28.0,13.0,17001.59,65.028319999999994
2013.0,6.0,28.0,14.0,17801.299999999999,73.052800000000005
2013.0,6.0,28.0,15.0,18521.619999999999,86.070279999999997
2013.0,6.0,28.0,16.0,19069.110000000001,91.911720000000003
2013.0,6.0,28.0,17.0,19429.389999999999,101.97584999999999
2013.0,6.0,28.0,18.0,19366.790000000001,86.470219999999998
2013.0,6.0,28.0,19.0,18991.200000000001,68.296279999999996
2013.0,6.0,28.0,20.0,18253.700000000001,60.45635
2013.0,6.0,28.0,21.0,17389.240000000002,58.292569999999998
2013.0,6.0,28.0,22.0,16955.779999999999,55.724249999999998
2013.0,6.0,28.0,23.0,15687.32,48.260779999999997
2013.0,6.0,28.0,24.0,14313.83,43.232410000000002
2013.0,6.0,29.0,1.0,13309.059999999999,42.435789999999997
2013.0,6.0,29.0,2.0,12517.98,37.671669999999999
2013.0,6.0,29.0,3.0,11976.42,34.020479999999999
2013.0,6.0,29.0,4.0,11620.15,31.94577
2013.0,6.0,29.0,5.0,11487.07,31.332049999999999
2013.0,6.0,29.0,6.0,11527.52,32.07743
2013.0,6.0,29.0,7.0,11660.75,33.82593
2013.0,6.0,29.0,8.0,12182.030000000001,34.487699999999997
2013.0,6.0,29.0,9.0,12928.700000000001,37.55442
2013.0,6.0,29.0,10.0,13689.34,44.432940000000002
2013.0,6.0,29.0,11.0,14752.129999999999,48.703870000000002
2013.0,6.0,29.0,12.0,15589.6,51.121119999999998
2013.0,6.0,29.0,13.0,16348.639999999999,60.235309999999998
2013.0,6.0,29.0,14.0,17140.5,67.888930000000002
2013.0,6.0,29.0,15.0,17905.73,83.014259999999993
2013.0,6.0,29.0,16.0,18463.310000000001,92.751559999999998
2013.0,6.0,29.0,17.0,18838.459999999999,102.06
2013.0,6.0,29.0,18.0,18881.029999999999,85.664779999999993
2013.0,6.0,29.0,19.0,18676.529999999999,66.094049999999996
2013.0,6.0,29.0,20.0,18080.450000000001,61.244169999999997
2013.0,6.0,29.0,21.0,17279.549999999999,56.819679999999998
2013.0,6.0,29.0,22.0,16890.279999999999,55.508499999999998
2013.0,6.0,29.0,23.0,15703.75,49.352379999999997
2013.0,6.0,29.0,24.0,14420.43,42.701630000000002
2013.0,6.0,30.0,1.0,13825.940000000001,38.922280000000001
2013.0,6.0,30.0,2.0,12928.6,37.304989999999997
2013.0,6.0,30.0,3.0,12266.34,34.712539999999997
2013.0,6.0,30.0,4.0,11842.469999999999,32.25844
2013.0,6.0,30.0,5.0,11586.860000000001,31.055040000000002
2013.0,6.0,30.0,6.0,11465.68,31.87472
2013.0,6.0,30.0,7.0,11366.4,31.538930000000001
2013.0,6.0,30.0,8.0,11922.610000000001,32.399999999999999
2013.0,6.0,30.0,9.0,12736.950000000001,36.670450000000002
2013.0,6.0,30.0,10.0,13657.75,40.289999999999999
2013.0,6.0,30.0,11.0,14728.84,48.244129999999998
2013.0,6.0,30.0,12.0,15647.540000000001,50.449370000000002
2013.0,6.0,30.0,13.0,16441.450000000001,59.915399999999998
2013.0,6.0,30.0,14.0,17154.360000000001,65.685339999999997
2013.0,6.0,30.0,15.0,17922.060000000001,82.0
2013.0,6.0,30.0,16.0,18571.98,90.857079999999996
2013.0,6.0,30.0,17.0,19070.580000000002,107.11939
2013.0,6.0,30.0,18.0,19255.84,89.779420000000002
2013.0,6.0,30.0,19.0,18974.369999999999,75.457220000000007
2013.0,6.0,30.0,20.0,18371.119999999999,67.339169999999996
2013.0,6.0,30.0,21.0,17554.200000000001,58.880000000000003
2013.0,6.0,30.0,22.0,17170.610000000001,56.615099999999998
2013.0,6.0,30.0,23.0,15809.99,48.392510000000001
2013.0,6.0,30.0,24.0,14308.440000000001,40.469520000000003
2013.0,7.0,1.0,1.0,13808.84,38.059179999999998
2013.0,7.0,1.0,2.0,12927.309999999999,35.744399999999999
2013.0,7.0,1.0,3.0,12347.530000000001,32.063870000000001
2013.0,7.0,1.0,4.0,12036.48,30.725000000000001
2013.0,7.0,1.0,5.0,12050.610000000001,30.166820000000001
2013.0,7.0,1.0,6.0,12394.629999999999,31.8931
2013.0,7.0,1.0,7.0,13073.200000000001,35.408000000000001
2013.0,7.0,1.0,8.0,14115.209999999999,41.988500000000002
2013.0,7.0,1.0,9.0,15169.84,46.982129999999998
2013.0,7.0,1.0,10.0,16338.860000000001,49.917290000000001
2013.0,7.0,1.0,11.0,17482.360000000001,55.100349999999999
2013.0,7.0,1.0,12.0,18505.400000000001,60.472520000000003
2013.0,7.0,1.0,13.0,19260.650000000001,73.001660000000001
2013.0,7.0,1.0,14.0,20325.650000000001,97.661140000000003
2013.0,7.0,1.0,15.0,21286.509999999998,134.29803000000001
2013.0,7.0,1.0,16.0,22030.5,167.26773
2013.0,7.0,1.0,17.0,22684.110000000001,187.89099999999999
2013.0,7.0,1.0,18.0,22818.25,156.07592
2013.0,7.0,1.0,19.0,22367.299999999999,131.09370000000001
2013.0,7.0,1.0,20.0,21476.799999999999,99.83287
2013.0,7.0,1.0,21.0,20254.560000000001,75.320099999999996
2013.0,7.0,1.0,22.0,19660.43,63.330190000000002
2013.0,7.0,1.0,23.0,17807.310000000001,53.261800000000001
2013.0,7.0,1.0,24.0,15893.709999999999,45.745040000000003
2013.0,7.0,2.0,1.0,14071.940000000001,36.519590000000001
2013.0,7.0,2.0,2.0,13210.32,35.434739999999998
2013.0,7.0,2.0,3.0,12624.48,32.237259999999999
2013.0,7.0,2.0,4.0,12320.9,31.168220000000002
2013.0,7.0,2.0,5.0,12367.540000000001,30.401299999999999
2013.0,7.0,2.0,6.0,12784.440000000001,31.803439999999998
2013.0,7.0,2.0,7.0,13486.84,36.352269999999997
2013.0,7.0,2.0,8.0,14540.549999999999,43.343730000000001
2013.0,7.0,2.0,9.0,15634.84,46.528579999999998
2013.0,7.0,2.0,10.0,16706.98,50.353560000000002
2013.0,7.0,2.0,11.0,17824.459999999999,58.070790000000002
2013.0,7.0,2.0,12.0,18883.080000000002,63.832479999999997
2013.0,7.0,2.0,13.0,19790.380000000001,80.990690000000001
2013.0,7.0,2.0,14.0,20770.57,103.23192
2013.0,7.0,2.0,15.0,21622.950000000001,136.04205999999999
2013.0,7.0,2.0,16.0,22452.700000000001,164.88066000000001
2013.0,7.0,2.0,17.0,23092.599999999999,176.38758000000001
2013.0,7.0,2.0,18.0,23169.959999999999,147.76043000000001
2013.0,7.0,2.0,19.0,22809.84,121.90000000000001
2013.0,7.0,2.0,20.0,21846.220000000001,103.31999999999999
2013.0,7.0,2.0,21.0,20646.16,78.119100000000003
2013.0,7.0,2.0,22.0,19869.139999999999,69.990129999999994
2013.0,7.0,2.0,23.0,17900.790000000001,56.01934
2013.0,7.0,2.0,24.0,15995.23,41.958730000000003
2013.0,7.0,3.0,1.0,14017.84,36.360120000000002
2013.0,7.0,3.0,2.0,13163.07,34.354759999999999
2013.0,7.0,3.0,3.0,12607.75,29.433759999999999
2013.0,7.0,3.0,4.0,12290.52,28.535959999999999
2013.0,7.0,3.0,5.0,12319.040000000001,26.648520000000001
2013.0,7.0,3.0,6.0,12707.530000000001,29.649999999999999
2013.0,7.0,3.0,7.0,13329.959999999999,34.819800000000001
2013.0,7.0,3.0,8.0,14269.57,38.1051
2013.0,7.0,3.0,9.0,15305.82,41.103529999999999
2013.0,7.0,3.0,10.0,16272.129999999999,44.69641
2013.0,7.0,3.0,11.0,17293.77,48.296100000000003
2013.0,7.0,3.0,12.0,18260.880000000001,50.458959999999998
2013.0,7.0,3.0,13.0,18966.310000000001,58.9955
2013.0,7.0,3.0,14.0,19975.799999999999,61.648130000000002
2013.0,7.0,3.0,15.0,20759.400000000001,70.402569999999997
2013.0,7.0,3.0,16.0,21540.720000000001,77.170000000000002
2013.0,7.0,3.0,17.0,22161.669999999998,92.430340000000001
2013.0,7.0,3.0,18.0,22255.380000000001,77.510000000000005
2013.0,7.0,3.0,19.0,21807.080000000002,69.790000000000006
2013.0,7.0,3.0,20.0,20874.360000000001,64.825640000000007
2013.0,7.0,3.0,21.0,19781.82,62.240430000000003
2013.0,7.0,3.0,22.0,19139.310000000001,55.409999999999997
2013.0,7.0,3.0,23.0,17466.009999999998,49.319189999999999
2013.0,7.0,3.0,24.0,15591.08,41.521030000000003
2013.0,7.0,4.0,1.0,13384.27,37.723860000000002
2013.0,7.0,4.0,2.0,12474.549999999999,33.552349999999997
2013.0,7.0,4.0,3.0,11898.959999999999,28.361039999999999
2013.0,7.0,4.0,4.0,11543.43,25.26473
2013.0,7.0,4.0,5.0,11420.290000000001,26.06541
2013.0,7.0,4.0,6.0,11440.610000000001,28.061730000000001
2013.0,7.0,4.0,7.0,11455.75,27.504639999999998
2013.0,7.0,4.0,8.0,12083.370000000001,27.278649999999999
2013.0,7.0,4.0,9.0,12923.889999999999,31.92154
2013.0,7.0,4.0,10.0,13790.65,35.702550000000002
2013.0,7.0,4.0,11.0,14770.17,38.864429999999999
2013.0,7.0,4.0,12.0,15777.33,41.090260000000001
2013.0,7.0,4.0,13.0,16523.939999999999,46.614040000000003
2013.0,7.0,4.0,14.0,17126.200000000001,50.385420000000003
2013.0,7.0,4.0,15.0,17816.759999999998,55.223300000000002
2013.0,7.0,4.0,16.0,18421.509999999998,54.717559999999999
2013.0,7.0,4.0,17.0,18816.599999999999,63.3489
2013.0,7.0,4.0,18.0,19012.599999999999,55.695950000000003
2013.0,7.0,4.0,19.0,18938.689999999999,52.122720000000001
2013.0,7.0,4.0,20.0,18274.220000000001,51.088329999999999
2013.0,7.0,4.0,21.0,17343.810000000001,47.824210000000001
2013.0,7.0,4.0,22.0,16684.5,44.196179999999998
2013.0,7.0,4.0,23.0,15716.99,39.25891
2013.0,7.0,4.0,24.0,14518.190000000001,35.350949999999997
2013.0,7.0,5.0,1.0,13801.790000000001,38.801479999999998
2013.0,7.0,5.0,2.0,12965.85,35.665790000000001
2013.0,7.0,5.0,3.0,12396.02,30.637139999999999
2013.0,7.0,5.0,4.0,12044.41,26.040649999999999
2013.0,7.0,5.0,5.0,12019.75,26.76604
2013.0,7.0,5.0,6.0,12362.66,32.14817
2013.0,7.0,5.0,7.0,12846.02,32.479999999999997
2013.0,7.0,5.0,8.0,13697.99,33.25
2013.0,7.0,5.0,9.0,14520.48,35.659439999999996
2013.0,7.0,5.0,10.0,15301.24,37.16563
2013.0,7.0,5.0,11.0,16147.26,41.226750000000003
2013.0,7.0,5.0,12.0,16813.41,44.07
2013.0,7.0,5.0,13.0,17103.48,46.959339999999997
2013.0,7.0,5.0,14.0,17564.869999999999,49.09507
2013.0,7.0,5.0,15.0,17912.950000000001,50.211640000000003
2013.0,7.0,5.0,16.0,18157.889999999999,53.742710000000002
2013.0,7.0,5.0,17.0,18306.439999999999,56.327269999999999
2013.0,7.0,5.0,18.0,18089.330000000002,50.574199999999998
2013.0,7.0,5.0,19.0,17847.380000000001,50.219999999999999
2013.0,7.0,5.0,20.0,17414.400000000001,47.079520000000002
2013.0,7.0,5.0,21.0,16931.060000000001,45.228729999999999
2013.0,7.0,5.0,22.0,16596.049999999999,43.757390000000001
2013.0,7.0,5.0,23.0,15500.530000000001,39.926720000000003
2013.0,7.0,5.0,24.0,14238.4,35.914279999999998
2013.0,7.0,6.0,1.0,12781.26,37.404820000000001
2013.0,7.0,6.0,2.0,11999.51,37.53969
2013.0,7.0,6.0,3.0,11461.49,34.490360000000003
2013.0,7.0,6.0,4.0,11179.0,31.805520000000001
2013.0,7.0,6.0,5.0,11079.74,33.07
2013.0,7.0,6.0,6.0,11146.51,33.759999999999998
2013.0,7.0,6.0,7.0,11154.77,29.97268
2013.0,7.0,6.0,8.0,11633.35,26.88805
2013.0,7.0,6.0,9.0,12206.950000000001,32.287939999999999
2013.0,7.0,6.0,10.0,12746.1,35.837159999999997
2013.0,7.0,6.0,11.0,13233.030000000001,38.82441
2013.0,7.0,6.0,12.0,13621.620000000001,41.909999999999997
2013.0,7.0,6.0,13.0,13979.530000000001,42.518349999999998
2013.0,7.0,6.0,14.0,14352.620000000001,45.47916
2013.0,7.0,6.0,15.0,14800.110000000001,53.487160000000003
2013.0,7.0,6.0,16.0,15181.43,53.586559999999999
2013.0,7.0,6.0,17.0,15456.110000000001,58.007579999999997
2013.0,7.0,6.0,18.0,15597.02,52.969079999999998
2013.0,7.0,6.0,19.0,15678.99,50.460000000000001
2013.0,7.0,6.0,20.0,15315.059999999999,48.469999999999999
2013.0,7.0,6.0,21.0,15093.709999999999,48.450000000000003
2013.0,7.0,6.0,22.0,14984.610000000001,45.914490000000001
2013.0,7.0,6.0,23.0,14092.889999999999,42.504989999999999
2013.0,7.0,6.0,24.0,13041.41,39.737819999999999
2013.0,7.0,7.0,1.0,12128.129999999999,36.880940000000002
2013.0,7.0,7.0,2.0,11460.219999999999,35.427680000000002
2013.0,7.0,7.0,3.0,11037.98,33.534660000000002
2013.0,7.0,7.0,4.0,10766.09,33.270940000000003
2013.0,7.0,7.0,5.0,10645.43,31.170000000000002
2013.0,7.0,7.0,6.0,10648.790000000001,31.40549
2013.0,7.0,7.0,7.0,10556.940000000001,24.735910000000001
2013.0,7.0,7.0,8.0,10880.68,23.524439999999998
2013.0,7.0,7.0,9.0,11455.18,25.96265
2013.0,7.0,7.0,10.0,12023.9,32.6599
2013.0,7.0,7.0,11.0,12538.26,37.410420000000002
2013.0,7.0,7.0,12.0,13023.209999999999,38.687620000000003
2013.0,7.0,7.0,13.0,13440.83,40.840000000000003
2013.0,7.0,7.0,14.0,13913.74,43.570349999999998
2013.0,7.0,7.0,15.0,14428.120000000001,47.256320000000002
2013.0,7.0,7.0,16.0,14943.51,48.919220000000003
2013.0,7.0,7.0,17.0,15417.5,56.399999999999999
2013.0,7.0,7.0,18.0,15764.66,54.444589999999998
2013.0,7.0,7.0,19.0,15835.68,52.41263
2013.0,7.0,7.0,20.0,15494.299999999999,50.206569999999999
2013.0,7.0,7.0,21.0,15179.4,50.018639999999998
2013.0,7.0,7.0,22.0,15098.809999999999,49.087850000000003
2013.0,7.0,7.0,23.0,14040.959999999999,40.149999999999999
2013.0,7.0,7.0,24.0,12852.32,36.132159999999999
2013.0,7.0,8.0,1.0,11883.809999999999,34.829999999999998
2013.0,7.0,8.0,2.0,11309.9,31.844010000000001
2013.0,7.0,8.0,3.0,10961.379999999999,27.74756
2013.0,7.0,8.0,4.0,10818.15,29.456150000000001
2013.0,7.0,8.0,5.0,10954.959999999999,28.241849999999999
2013.0,7.0,8.0,6.0,11352.32,32.511780000000002
2013.0,7.0,8.0,7.0,11923.129999999999,31.160399999999999
2013.0,7.0,8.0,8.0,12811.43,34.169919999999998
2013.0,7.0,8.0,9.0,13666.23,37.080889999999997
2013.0,7.0,8.0,10.0,14327.93,40.195120000000003
2013.0,7.0,8.0,11.0,15012.02,43.457569999999997
2013.0,7.0,8.0,12.0,15529.08,46.42633
2013.0,7.0,8.0,13.0,15853.190000000001,52.463090000000001
2013.0,7.0,8.0,14.0,16452.02,53.245220000000003
2013.0,7.0,8.0,15.0,16916.080000000002,56.66536
2013.0,7.0,8.0,16.0,17319.52,60.656370000000003
2013.0,7.0,8.0,17.0,17701.849999999999,69.907359999999997
2013.0,7.0,8.0,18.0,17826.599999999999,59.422519999999999
2013.0,7.0,8.0,19.0,17719.529999999999,56.055030000000002
2013.0,7.0,8.0,20.0,17270.32,55.350000000000001
2013.0,7.0,8.0,21.0,16827.400000000001,51.107399999999998
2013.0,7.0,8.0,22.0,16393.98,48.179200000000002
2013.0,7.0,8.0,23.0,15067.23,44.780000000000001
2013.0,7.0,8.0,24.0,13652.780000000001,37.490000000000002
2013.0,7.0,9.0,1.0,12511.040000000001,34.524650000000001
2013.0,7.0,9.0,2.0,11838.0,32.61101
2013.0,7.0,9.0,3.0,11429.120000000001,29.065280000000001
2013.0,7.0,9.0,4.0,11226.209999999999,26.116900000000001
2013.0,7.0,9.0,5.0,11328.4,30.024840000000001
2013.0,7.0,9.0,6.0,11743.07,33.578020000000002
2013.0,7.0,9.0,7.0,12267.65,32.951970000000003
2013.0,7.0,9.0,8.0,13155.690000000001,34.785589999999999
2013.0,7.0,9.0,9.0,13998.309999999999,38.599220000000003
2013.0,7.0,9.0,10.0,14619.41,42.217260000000003
2013.0,7.0,9.0,11.0,15301.07,46.972929999999998
2013.0,7.0,9.0,12.0,15925.059999999999,52.077460000000002
2013.0,7.0,9.0,13.0,16333.450000000001,55.683639999999997
2013.0,7.0,9.0,14.0,16918.139999999999,56.350929999999998
2013.0,7.0,9.0,15.0,17468.82,60.085160000000002
2013.0,7.0,9.0,16.0,17968.77,65.459999999999994
2013.0,7.0,9.0,17.0,18379.77,74.877080000000007
2013.0,7.0,9.0,18.0,18532.119999999999,63.496580000000002
2013.0,7.0,9.0,19.0,18444.84,59.240340000000003
2013.0,7.0,9.0,20.0,17980.91,58.38382
2013.0,7.0,9.0,21.0,17484.009999999998,53.892330000000001
2013.0,7.0,9.0,22.0,17104.470000000001,53.130760000000002
2013.0,7.0,9.0,23.0,15686.440000000001,46.642099999999999
2013.0,7.0,9.0,24.0,14152.809999999999,39.642569999999999
2013.0,7.0,10.0,1.0,12737.24,36.768680000000003
2013.0,7.0,10.0,2.0,12029.35,34.136330000000001
2013.0,7.0,10.0,3.0,11595.129999999999,30.746510000000001
2013.0,7.0,10.0,4.0,11373.42,29.19745
2013.0,7.0,10.0,5.0,11459.469999999999,30.172920000000001
2013.0,7.0,10.0,6.0,11859.219999999999,33.603850000000001
2013.0,7.0,10.0,7.0,12380.17,33.198079999999997
2013.0,7.0,10.0,8.0,13143.18,34.390000000000001
2013.0,7.0,10.0,9.0,13950.629999999999,38.504489999999997
2013.0,7.0,10.0,10.0,14584.84,41.403619999999997
2013.0,7.0,10.0,11.0,15260.469999999999,47.707740000000001
2013.0,7.0,10.0,12.0,15822.280000000001,50.32
2013.0,7.0,10.0,13.0,16175.040000000001,52.550519999999999
2013.0,7.0,10.0,14.0,16752.740000000002,52.782940000000004
2013.0,7.0,10.0,15.0,17200.709999999999,55.651229999999998
2013.0,7.0,10.0,16.0,17632.509999999998,57.908520000000003
2013.0,7.0,10.0,17.0,17959.59,63.293320000000001
2013.0,7.0,10.0,18.0,18070.560000000001,54.538170000000001
2013.0,7.0,10.0,19.0,17984.880000000001,54.880090000000003
2013.0,7.0,10.0,20.0,17519.290000000001,52.785739999999997
2013.0,7.0,10.0,21.0,17077.669999999998,51.469999999999999
2013.0,7.0,10.0,22.0,16726.560000000001,50.770000000000003
2013.0,7.0,10.0,23.0,15389.959999999999,45.490000000000002
2013.0,7.0,10.0,24.0,13929.02,37.972439999999999
2013.0,7.0,11.0,1.0,12553.76,40.741320000000002
2013.0,7.0,11.0,2.0,11831.549999999999,38.82217
2013.0,7.0,11.0,3.0,11409.35,34.797939999999997
2013.0,7.0,11.0,4.0,11219.65,34.25
2013.0,7.0,11.0,5.0,11309.610000000001,34.58231
2013.0,7.0,11.0,6.0,11726.459999999999,36.78613
2013.0,7.0,11.0,7.0,12211.879999999999,35.106819999999999
2013.0,7.0,11.0,8.0,12981.559999999999,37.784559999999999
2013.0,7.0,11.0,9.0,13654.32,38.479999999999997
2013.0,7.0,11.0,10.0,14108.73,39.347459999999998
2013.0,7.0,11.0,11.0,14651.360000000001,45.313749999999999
2013.0,7.0,11.0,12.0,15055.52,49.821930000000002
2013.0,7.0,11.0,13.0,15287.309999999999,50.823250000000002
2013.0,7.0,11.0,14.0,15700.379999999999,52.287089999999999
2013.0,7.0,11.0,15.0,16096.24,53.963149999999999
2013.0,7.0,11.0,16.0,16428.91,56.695309999999999
2013.0,7.0,11.0,17.0,16714.73,62.525149999999996
2013.0,7.0,11.0,18.0,16857.939999999999,55.642879999999998
2013.0,7.0,11.0,19.0,16829.200000000001,53.770000000000003
2013.0,7.0,11.0,20.0,16479.619999999999,51.939999999999998
2013.0,7.0,11.0,21.0,16215.02,52.35801
2013.0,7.0,11.0,22.0,16020.91,50.41048
2013.0,7.0,11.0,23.0,14829.27,45.129420000000003
2013.0,7.0,11.0,24.0,13467.73,39.429560000000002
2013.0,7.0,12.0,1.0,12387.309999999999,39.298220000000001
2013.0,7.0,12.0,2.0,11738.5,37.673639999999999
2013.0,7.0,12.0,3.0,11304.530000000001,34.353650000000002
2013.0,7.0,12.0,4.0,11074.99,34.190100000000001
2013.0,7.0,12.0,5.0,11152.01,35.163130000000002
2013.0,7.0,12.0,6.0,11548.18,37.479999999999997
2013.0,7.0,12.0,7.0,12006.16,33.619140000000002
2013.0,7.0,12.0,8.0,12722.73,38.301549999999999
2013.0,7.0,12.0,9.0,13338.940000000001,38.65551
2013.0,7.0,12.0,10.0,13865.43,41.960000000000001
2013.0,7.0,12.0,11.0,14371.67,45.200809999999997
2013.0,7.0,12.0,12.0,14832.48,47.908729999999998
2013.0,7.0,12.0,13.0,15102.709999999999,49.838439999999999
2013.0,7.0,12.0,14.0,15510.139999999999,50.463290000000001
2013.0,7.0,12.0,15.0,15951.190000000001,50.965800000000002
2013.0,7.0,12.0,16.0,16375.190000000001,52.537770000000002
2013.0,7.0,12.0,17.0,16770.650000000001,58.260669999999998
2013.0,7.0,12.0,18.0,16902.810000000001,52.177030000000002
2013.0,7.0,12.0,19.0,16888.650000000001,54.020000000000003
2013.0,7.0,12.0,20.0,16481.66,51.012790000000003
2013.0,7.0,12.0,21.0,16046.48,50.485340000000001
2013.0,7.0,12.0,22.0,15777.059999999999,48.880000000000003
2013.0,7.0,12.0,23.0,14720.030000000001,45.206690000000002
2013.0,7.0,12.0,24.0,13527.17,39.494639999999997
2013.0,7.0,13.0,1.0,12296.860000000001,38.355359999999997
2013.0,7.0,13.0,2.0,11700.790000000001,36.909999999999997
2013.0,7.0,13.0,3.0,11286.610000000001,33.966090000000001
2013.0,7.0,13.0,4.0,11036.780000000001,33.40166
2013.0,7.0,13.0,5.0,10962.41,33.367159999999998
2013.0,7.0,13.0,6.0,11073.280000000001,34.810560000000002
2013.0,7.0,13.0,7.0,11106.190000000001,31.175450000000001
2013.0,7.0,13.0,8.0,11476.24,30.478670000000001
2013.0,7.0,13.0,9.0,12100.129999999999,33.393999999999998
2013.0,7.0,13.0,10.0,12714.51,37.75929
2013.0,7.0,13.0,11.0,13167.110000000001,41.509999999999998
2013.0,7.0,13.0,12.0,13629.99,44.243259999999999
2013.0,7.0,13.0,13.0,13978.84,46.03584
2013.0,7.0,13.0,14.0,14359.469999999999,47.567749999999997
2013.0,7.0,13.0,15.0,14671.52,48.199480000000001
2013.0,7.0,13.0,16.0,15061.25,50.201830000000001
2013.0,7.0,13.0,17.0,15430.280000000001,54.143540000000002
2013.0,7.0,13.0,18.0,15682.459999999999,51.240000000000002
2013.0,7.0,13.0,19.0,15784.0,50.211799999999997
2013.0,7.0,13.0,20.0,15407.629999999999,49.391530000000003
2013.0,7.0,13.0,21.0,15107.74,47.973930000000003
2013.0,7.0,13.0,22.0,14943.459999999999,47.181399999999996
2013.0,7.0,13.0,23.0,14084.219999999999,42.263509999999997
2013.0,7.0,13.0,24.0,12961.92,38.59639
2013.0,7.0,14.0,1.0,12023.67,38.103400000000001
2013.0,7.0,14.0,2.0,11384.049999999999,36.340139999999998
2013.0,7.0,14.0,3.0,11020.040000000001,34.125790000000002
2013.0,7.0,14.0,4.0,10778.41,34.07208
2013.0,7.0,14.0,5.0,10675.68,33.104799999999997
2013.0,7.0,14.0,6.0,10704.91,33.350000000000001
2013.0,7.0,14.0,7.0,10601.629999999999,30.278279999999999
2013.0,7.0,14.0,8.0,10889.780000000001,31.29862
2013.0,7.0,14.0,9.0,11442.4,32.558779999999999
2013.0,7.0,14.0,10.0,11966.370000000001,36.26191
2013.0,7.0,14.0,11.0,12452.309999999999,38.823140000000002
